conversation_id,customer_message,gold_intent,predicted_intent,confidence,gold_escalation,predicted_decision,decision_reason,reply,retrieved_evidence
782011,"@AmazonHelp Frankly there's no use, and please stop giving me this verbatim. And btw I can come how you've escalated the issue",refund_return_or_cancellation,delivery_delay,0.378,ESCALATE,ESCALATE,Escalated because intent confidence 0.38 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1503970"", ""similarity"": 0.2185, ""customer_message"": ""@AmazonHelp Please, PLEASE, stop kink shaming me."", ""historical_response"": ""@469074 Oh no! Were we able to get his taken care of for you when you contacted us? ^LB""}, {""conversation_id"": ""2626651"", ""similarity"": 0.1438, ""customer_message"": ""@AmazonHelp @119624 Please stop promoting this tweet mainly stop showing this fucking movie simran u morons"", ""historical_response"": ""@119624 I understand your concern regarding addition of movies, Naveen. We will continue to add new content. 1/2 ^HD""}, {""conversation_id"": ""1828673"", ""similarity"": 0.1343, ""customer_message"": ""@AmazonHelp Thank you and BTW I just subscribed to prime :)"", ""historical_response"": ""@280266 Pleasure is all ours! Welcome to the Prime family. Happy shopping. :) ^SA""}]"
78834,@AmazonHelp Been waiting for a call back 2 weeks and keep getting told I will get one.your chat agents lock me off and do not respond. Your agents abroad do not and have not answered my questions like where are my items?,prime_membership_or_benefits,delivery_delay,0.7018,ESCALATE,ESCALATE,Escalated because best Knowledge similarity 0.18 is below 0.20.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2725914"", ""similarity"": 0.1756, ""customer_message"": ""@AmazonHelp Thanks for your reply. I\u2019m speaking to one of your agents using your chat service at the moment."", ""historical_response"": ""@764459 Shaun, please contact us as soon as you have a moment, we would like to look into this with you:  https://t.co/JzP7hlA23B ^VF""}, {""conversation_id"": ""483084"", ""similarity"": 0.1586, ""customer_message"": ""@AmazonHelp Been waiting for so long mAn :/"", ""historical_response"": ""@229899 I totally get what you're saying. But as informed earlier, be assured that we'll keep adding the latest movies and TV shows on our site. ^AM""}, {""conversation_id"": ""2322189"", ""similarity"": 0.157, ""customer_message"": ""@AmazonHelp All Reddy I told not respond your side.."", ""historical_response"": ""@286853 Upon checking I see that we haven't received your details. Please drop in your details in the link provided earlier here: https://t.co/ODAoKEsuh5 and we will help you. ^AH""}]"
790616,"@AmazonHelp Je vais le faire, mais mes livraisons par @132988 débouchent SYSTÉMATIQUEMENT sur un problème ! Ma confiance en @120533 n'est plus là!",account_email_or_login,other_or_unclear,0.6972,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2549435"", ""similarity"": 0.3313, ""customer_message"": ""@AmazonHelp Bonjour, non, je vais le faire :)"", ""historical_response"": ""@228328 Bonjour, je suis d\u00e9sol\u00e9e pour la g\u00eane occasionn\u00e9e. L'avez-vous signal\u00e9 \u00e0 notre SAV? ^SB""}, {""conversation_id"": ""153682"", ""similarity"": 0.3174, ""customer_message"": ""@AmazonHelp Je vais le faire de suite :)"", ""historical_response"": ""@151179 Vous pouvez contacter notre SAV via le lien suivant : https://t.co/qzuu0dgDXz\n^MD""}, {""conversation_id"": ""1135226"", ""similarity"": 0.2882, ""customer_message"": ""@AmazonHelp Non. Je vais le faire mais je ne pense pas que cela va changer quelque chose."", ""historical_response"": ""@387440 Il est important au moins de remonter l'incident au d\u00e9partement concern\u00e9 afin qu'il ne se reproduise plus. ^MH""}]"
805570,@AmazonHelp Not camaflouged but complimentary hence unexpected and almost went unnoticed. Thanks again. :),refund_return_or_cancellation,other_or_unclear,0.6918,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2591320"", ""similarity"": 0.2958, ""customer_message"": ""@AmazonHelp Thanks again."", ""historical_response"": ""@733920 I'm sorry for any frustration! I've looked into this a bit more and escalated it appropriately. Please check in a bit. ^ST""}, {""conversation_id"": ""806371"", ""similarity"": 0.2101, ""customer_message"": ""@AmazonHelp Thanks for your reply, will check \nThanks Again."", ""historical_response"": ""@312161 Oh my! We are here to help. Have you checked to see if 1-Click is enabled? You can check here: https://t.co/v04WTvOlAC ^AL""}, {""conversation_id"": ""1391195"", ""similarity"": 0.1984, ""customer_message"": ""@AmazonHelp Yeah, no worries, thanks again. Cheers!"", ""historical_response"": ""@412748 You're welcome. Reach out again if you have any questions in the future. ^JF""}]"
829549,@AmazonHelp I have several of these: https://t.co/BUebdhhjf2,delivery_tracking,other_or_unclear,0.8335,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""914814"", ""similarity"": 0.3657, ""customer_message"": ""@AmazonHelp I have several products that I never received"", ""historical_response"": ""@337242 Have you gotten in touch with us? ^BM""}, {""conversation_id"": ""490663"", ""similarity"": 0.2854, ""customer_message"": ""@AmazonHelp Yes I have tried all of these."", ""historical_response"": ""@231879 Thanks for confirming, Jack! I'm sorry for this delivery trouble! Please contact us by phone or chat and we'll be happy to help investigate resolution options: https://t.co/JzP7hlA23B. Please keep us posted! ^SD""}, {""conversation_id"": ""2983702"", ""similarity"": 0.2742, ""customer_message"": ""@AmazonHelp \u30a4\u30c3\u30cc\u306fkindle\u304b\u3089\u78ef\u7530\u5148\u751f\u306b\u72d9\u3044\u3092\u5909\u66f4\u3057\u305f\u6a21\u69d8\u3002\u5148\u751f\u306e\u672c\u304c\u9762\u767d\u3044\u304b\u3089\u6bcd\u3061\u3083\u3093\u304c\u904a\u3070\u306a\u304f\u306a\u308b\u306e\u3067\u9f67\u3063\u3066\u3084\u308d\u3046\u3068\u3057\u3066\u307e\u3059( \u00b4\u25b3\uff40) https://t.co/w5D4hJys3E"", ""historical_response"": ""@822778 \u30a4\u30c3\u30cc\u69d8\u3001\u72d9\u3044\u3092\u5b9a\u3081\u3066\u3044\u3089\u3063\u3057\u3083\u3044\u307e\u3059\u306d\u3002\u304b\u304f\u306a\u308b\u3046\u3048\u306f\u3001\u304a\u3084\u3064\u3067\u6c17\u3092\u5f15\u304f\u3057\u304b\u306a\u3044\u304b\u3068\u30fb\u30fb\u30fb\u30fb\ud83d\udc36 ET""}]"
832621,@AmazonHelp No not yet - very poor service again - 100% record of failing to deliver on time for me!,prime_membership_or_benefits,other_or_unclear,0.4615,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear; intent confidence 0.46 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1959504"", ""similarity"": 0.3796, ""customer_message"": ""@AmazonHelp No not yet!"", ""historical_response"": ""@581264 Thank you for the reply. Kindly get in touch with our support team here: https://t.co/vlvfJr4nN9 so that we can check and do the needful. ^RI""}, {""conversation_id"": ""147267"", ""similarity"": 0.2177, ""customer_message"": ""@AmazonHelp Not yet."", ""historical_response"": ""@149456 This is good feedback! I'm sorry your verification e-mails aren't arriving in a timely manner! Have you considered using the authenticator app or text messaging for your account authentication? For more information, visit us here: https://t.co/ezZ5aGfDLP ^TK""}, {""conversation_id"": ""2113676"", ""similarity"": 0.2164, ""customer_message"": ""@AmazonHelp No not yet, thanks for letting me know"", ""historical_response"": ""@623212 Please keep us in the loop about the delivery! If you have further questions or concerns, please let us know. ^TG""}]"
832693,@AmazonHelp I haven't received any mail I just received the mresponse message on amazon link,refund_return_or_cancellation,delivery_delay,0.8922,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 0.89 and best Knowledge similarity 0.52 meet the auto-handle thresholds.,"I'm sorry about that, write to us here:  &amp; we'll be glad to help you with available options. ^MJ","[{""conversation_id"": ""231454"", ""similarity"": 0.5242, ""customer_message"": ""@AmazonHelp Haven't received any"", ""historical_response"": ""@171125 I'm sorry about that, write to us here: https://t.co/GIJyeYqKE0 &amp; we'll be glad to help you with available options. ^MJ""}, {""conversation_id"": ""2677847"", ""similarity"": 0.3861, ""customer_message"": ""@AmazonHelp Haven't received any mail from social media team"", ""historical_response"": ""@122600 Oh that's unusual! If you already shared the details, you should've received an email here: https://t.co/8DAc10S7ww. ^KH""}, {""conversation_id"": ""836180"", ""similarity"": 0.3488, ""customer_message"": ""@AmazonHelp Just received"", ""historical_response"": ""@318516 I'll look into the issue. 2/2 ^SH""}]"
897570,@AmazonHelp I wrote a review on my package already. Thank you for responding. https://t.co/er5CiYxp2Q,refund_return_or_cancellation,delivery_delay,0.8418,ESCALATE,AUTO-HANDLE,Intent confidence 0.84 and best Knowledge similarity 0.30 meet the auto-handle thresholds.,So sorry your book was damaged! You can view your available options here:  ^KL,"[{""conversation_id"": ""1065684"", ""similarity"": 0.2983, ""customer_message"": ""@AmazonHelp Thank you for responding! I have already put in for a replacement."", ""historical_response"": ""@371611 So sorry your book was damaged! You can view your available options here: https://t.co/kVqOECZVCr ^KL""}, {""conversation_id"": ""931912"", ""similarity"": 0.2579, ""customer_message"": ""@AmazonHelp Thanks. !"", ""historical_response"": ""@318466 You're welcome! ^PS""}, {""conversation_id"": ""1469960"", ""similarity"": 0.2511, ""customer_message"": ""@AmazonHelp Okay thank you for responding in a quick and timely fashion! \ud83d\udc4d"", ""historical_response"": ""@461181 We won't be streaming tonight's game, but stay tuned and visit here for our streaming schedule: https://t.co/FbfnqoxHHS ^AC""}]"
904237,"@AmazonHelp 本の表紙が若干まがってはいますが折れ線つくほどではないですし交換対応まではいただかなくとも大丈夫です
わざわざご丁寧にどうもです",delivery_tracking,other_or_unclear,0.9693,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1737114"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp \u4ed8\u3044\u3066\u308b\u30dd\u30b9\u30bf\u30fc\u304c\u9055\u3063\u305f"", ""historical_response"": ""@524400 (2/2)\u30a2\u30de\u30be\u30f3\u304c\u767a\u9001\u5546\u54c1\u306e\u5834\u5408\u3001\u4ee5\u4e0b\u30ea\u30f3\u30af\u3088\u308a\u30ab\u30b9\u30bf\u30de\u30fc\u30b5\u30fc\u30d3\u30b9\u306b\u3054\u9023\u7d61\u304f\u3060\u3055\u3044\u3002https://t.co/J6YEizo6qC\u3000\u51fa\u54c1\u8005\u8ca9\u58f2\u767a\u9001\u5546\u54c1\u306e\u5834\u5408\u3001\u4ee5\u4e0b\u3054\u53c2\u7167\u306e\u4e0a\u76f4\u63a5\u3054\u9023\u7d61\u304f\u3060\u3055\u3044\u3002https://t.co/MtlmlvvBKB HM""}, {""conversation_id"": ""1906861"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp \u30e1\u30fc\u30eb\u9001\u308a\u307e\u3057\u305f\uff01"", ""historical_response"": ""@568155 \u304a\u624b\u6570\u3092\u304a\u304b\u3051\u3057\u307e\u3057\u305f\u3002\u5bfe\u5fdc\u3092\u304a\u5f85\u3061\u304f\u3060\u3055\u3044\u3002 EK""}, {""conversation_id"": ""527127"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp Yayyy\ud83d\ude0d\ud83d\ude0d"", ""historical_response"": ""@242006 Fresh smell with a delight from the author. Seems perfect weekend! :D""}]"
930297,@AmazonHelp Le transporteur est amazon logistics https://t.co/GnxdEBAYRN,refund_return_or_cancellation,other_or_unclear,0.8309,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1936483"", ""similarity"": 0.5248, ""customer_message"": ""@AmazonHelp Le transporteur est \u00abColis Priv\u00e9\u00bb \ud83d\ude15"", ""historical_response"": ""@576127 Avez-vous contact\u00e9 notre SAV pour demander le remplacement ou retour contre remboursement du colis endommag\u00e9 s'il vous pla\u00eet? ^FA""}, {""conversation_id"": ""2987262"", ""similarity"": 0.4671, ""customer_message"": ""@AmazonHelp Le transporteur c\u2019est... #AmazonLogistics \u201clivr\u00e9 \u00e0 un r\u00e9sident\u201d"", ""historical_response"": ""@823675 Afin que je puisse remonter cela au service concern\u00e9, veuillez remplir le formulaire suivant depuis un PC : https://t.co/HtUowg2UGX\n^ARC""}, {""conversation_id"": ""2273361"", ""similarity"": 0.4607, ""customer_message"": ""@AmazonHelp Le voici : C30005044563"", ""historical_response"": ""@661285 Je vous prie de le signaler aupr\u00e8s de notre SAV via ce lien  https://t.co/hgIrz98cdI ^SN""}]"
941402,@AmazonHelp Vai ter boas promoções? ❤,refund_return_or_cancellation,gift_card_or_promotion,0.7183,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 0.72 and best Knowledge similarity 0.55 meet the auto-handle thresholds.,"Pelo momento não temos essas informações, qualquer novidade será anunciada no nosso site, sugiro ficar de olho. ^AZ","[{""conversation_id"": ""1955753"", ""similarity"": 0.5531, ""customer_message"": ""@AmazonHelp Vai ter um novo site com dom\u00ednio Br?"", ""historical_response"": ""@580455 Pelo momento n\u00e3o temos essas informa\u00e7\u00f5es, qualquer novidade ser\u00e1 anunciada no nosso site, sugiro ficar de olho. ^AZ""}, {""conversation_id"": ""2632923"", ""similarity"": 0.3667, ""customer_message"": ""@AmazonHelp MUITOOOO. Espero que tenha muitas promo\u00e7\u00f5es boas."", ""historical_response"": ""@743424 Ol\u00e1! Voc\u00ea est\u00e1 ansiosa? \ud83d\ude0d\ud83c\udf81\ud83d\udc4f ^JJ""}, {""conversation_id"": ""1672024"", ""similarity"": 0.3241, ""customer_message"": ""@AmazonHelp \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d"", ""historical_response"": ""@508914 Ainda n\u00e3o temos essas informa\u00e7\u00f5es mas fique de olho no Site. \ud83d\ude04 ^VL""}]"
943559,@AmazonHelp My contact Num is 9810666443!! Correct your follies!! DONT ASK ME TO FILL OUT FORMS FOR YOUR POOR OPERATIONS! #amazon #india #news #stupid,refund_return_or_cancellation,other_or_unclear,0.5609,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear; intent confidence 0.56 is below 0.60; best Knowledge similarity 0.18 is below 0.20.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1844398"", ""similarity"": 0.1837, ""customer_message"": ""@AmazonHelp From Amazon India."", ""historical_response"": ""@543935 What Amazon website did you purchase from?^CD""}, {""conversation_id"": ""2931430"", ""similarity"": 0.1801, ""customer_message"": ""@AmazonHelp dont ask me to subscribe. Done that already! \ud83d\ude05\ud83d\ude02"", ""historical_response"": ""@229890 The next sale for Redmi Y1 is on 6th December, 2017. For more updates please click here: https://t.co/icuBYK6fgv. ^AH""}, {""conversation_id"": ""720765"", ""similarity"": 0.1565, ""customer_message"": ""@AmazonHelp Yes. They apologize and have us fill out forms, but nothing changes."", ""historical_response"": ""@292508 Have you reached out to us with regard to submitting carrier feedback? You can reach us here: https://t.co/CYqkdUakWJ.^GM""}]"
944885,"@AmazonHelp @115850 finally it,'s sorted and the prime tag has been removed. which was earlier there. Something wrong with the algorithms",prime_membership_or_benefits,prime_membership_or_benefits,0.7833,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 0.78 and best Knowledge similarity 0.22 meet the auto-handle thresholds.,We still expect your order to arrive within your delivery window. We want to make sure this arrives safe and sound. Please keep us updated on the delivery. ^FR,"[{""conversation_id"": ""538578"", ""similarity"": 0.2194, ""customer_message"": ""@AmazonHelp That wasn\u2019t the driver. Something wrong with tracking!"", ""historical_response"": ""@60163 We still expect your order to arrive within your delivery window. We want to make sure this arrives safe and sound. Please keep us updated on the delivery. ^FR""}, {""conversation_id"": ""245827"", ""similarity"": 0.1891, ""customer_message"": ""@AmazonHelp BBYE  @AmazonHelp @115850"", ""historical_response"": ""@174394 https://t.co/Zs3sWyPXwV to know about this. I will ensure that I\u2019ll forward your feedback to appropriate team. 2/2 ^NK""}, {""conversation_id"": ""230641"", ""similarity"": 0.1742, ""customer_message"": ""@AmazonHelp @115850 @115850 Finally after 16 days we received the cell phone which we ordered. Thanks Amazon"", ""historical_response"": ""@170937 Thank you for the heads up. Appreciate your patience and understanding as well. ^HD""}]"
